Item_Id,Playtime_Forever_Hours,Year_Launch,Genres
381800,5,2015,"Early Access, Racing"
381850,1,2015,"Adventure, Casual, Racing"
381870,126,2015,"Local Co-Op, Platformer, Retro, Pixel Graphics, Level Editor, Puzzle, Indie, Puzzle-Platformer"
381890,1,2017,"Puzzle, Indie, Abstract"
381900,22,2015,"2D, Difficult, Platformer, Replay Value, Rogue-lite, Pixel Graphics, Singleplayer, Controller, Action, Rogue-like, Indie"
381910,24,2015,"Survival Horror, Great Soundtrack, Survival, Indie, Action, Top-Down Shooter, Aliens"
381990,992,2010,"RPG, Massively Multiplayer, Action, Free to Play, Cute,  Multiplayer, MMORPG, Anime"
382050,53,2016,"Magic, Isometric,  Local Multiplayer, RPG, Local Co-Op,  Turn-Based Combat, Atmospheric, Fantasy, Story Rich, Female Protagonist, 4 Player Local, Dark Fantasy,  , Co-op, Adventure, Action, Indie"
382070,149,2015,"Colorful, 2D, Online Co-Op, Abstract, Level Editor, Adventure, Indie, Puzzle-Platformer"
382080,12,2015,"Casual, FPS, Adventure, Action, Indie, Aliens"
382090,8,2015,"Survival Horror, Violent, Horror,  Horror, Nudity, Adventure, Action, Indie, Gore"
382120,803,2015,"Adventure, Indie, Platformer"
382130,4,2015,"2D, Action, Metroidvania, Platformer"
382140,138,2015,"2D, Horror, Dark, Exploration, Casual, Turn-Based Strategy, RPG, Turn-Based Combat, Rogue-like, Atmospheric, Post-apocalyptic, Survival, Replay Value, Point & Click, Simulation, Singleplayer, Zombies, Adventure, Action, Indie"
382160,1,2015,"Detective,  Adventure, Action, Indie"
382180,4,2015,"Horror, Action, Indie"
382250,1,2015,"Shooter, Magic, First-Person, FPS, Action, Indie"
382350,99,2015,"Survival Horror, Multiplayer, Horror, Co-op, Adventure, Action, Indie"
382380,17,2015,"RPG, Fantasy, 2D, Story Rich, Female Protagonist, Retro, Turn-Based, JRPG, Anime, RPGMaker, Casual, Singleplayer, Adventure, Hand-drawn, Indie, Atmospheric"
382420,89,2016,"Multiplayer, Sci-fi, First-Person, FPS, Action, Indie"
382480,13,2015,"RPG, Early Access, Adventure, Action, Indie"
382490,4770,2015,"2D, Multiplayer, Top-Down Shooter, Local Co-Op, RPG, Shooter, Free to Play, Cute, Controller, Rogue-like, Female Protagonist, Singleplayer, Twin Stick Shooter, Colorful, Funny, Retro, Pixel Graphics, Co-op, Action, Indie"
382570,10,2015,"3D Platformer, Female Protagonist, Horror,  Horror, Adventure, Action, Indie, Puzzle-Platformer"
382850,96,2015,"Massively Multiplayer, Multiplayer, Shooter, Zombies, Free to Play, Great Soundtrack, Co-op, First-Person, Singleplayer, FPS, Open World, Team-Based, Controller, Adventure, Action, Survival"
382880,2,2016,"Strategy, Medieval, 4X"
382890,456,2015,"RPG, Fantasy, 2D, Story Rich, Retro, Remake, JRPG,  Great Soundtrack, Character Customization, 1990s, Singleplayer, Classic, Adventure, Turn-Based Combat, Anime"
382900,376,2015,"RPG, Fantasy, Story Rich, Female Protagonist, Steampunk, Retro, Remake, JRPG, Great Soundtrack, Magic, Singleplayer, Sci-fi, Open World, Classic, Adventure, Turn-Based Combat, Anime"
382920,69,2015,"Puzzle, Action, Indie, Pixel Graphics"
383020,1,2016,"RPG, Early Access, Strategy, Casual, Adventure, Action, Indie"
383070,6,2016,"Space, Strategy, Action, Indie"
383100,7,1997,"Retro, Space, Classic,  Strategy"
383120,8339,2015,"Exploration, Multiplayer, Building, First-Person, Open World, Survival, Crafting, Early Access, Adventure, Space, Simulation, Singleplayer, Sandbox, Co-op, Sci-fi, FPS, Strategy, Action, Indie, Aliens"
383150,1446,2016,"Survival Horror, Horror, Multiplayer, RPG, First-Person, Open World, Controller, Nudity, Gore, Survival, Female Protagonist, Crafting, Singleplayer, Violent, Zombies, Co-op, FPS, Adventure, Action"
383180,308,2016,"Multiplayer, Horror, Zombies, Co-op, First-Person, Open World, Gore, Adventure, Action, Survival"
383190,1,2015,"Puzzle, Casual, Indie"
383230,946,2016,"RPG, 2D, Procedural Generation, Rogue-lite, Perma Death, Hack and Slash, Pixel Graphics,  Dungeon Crawler, Singleplayer, Bullet Hell, Top-Down, Adventure, Action, Rogue-like, Indie"
383240,40,2015,"Horror, Dark,  Multiple Endings, Casual, Choices Matter, Adventure, Indie"
383270,9,2016,"Colorful, 2D, Platformer, Great Soundtrack,  Metroidvania, Adventure, Puzzle, Indie, Puzzle-Platformer"
383330,538,2015,"Strategy, Rogue-like, Indie"
383520,205,2015,"RPG, Strategy, RPGMaker, Indie"
383530,2,2015,"Retro, Shooter, Competitive, Shoot Em Up, Physics, Space, Bullet Hell, Sci-fi, Controller, Top-Down, 4 Player Local,  Top-Down Shooter, Action, Local Multiplayer, Indie"
383560,265,2015,"Adventure, Sandbox, Indie"
383580,937,2016,"RPG, Multiplayer, Retro, Horror, Zombies, Strategy, Pixel Graphics, Simulation, Top-Down, RTS, Adventure, Action, Indie"
383590,109,2015,Simulation
383630,66,2015,"2D, Funny, Platformer, Retro, Puzzle, Pixel Graphics, 1990s, Arcade, Adventure, Action, Indie"
383670,46,2015,"Story Rich,  Choose Your Own Adventure, Zombies, Great Soundtrack, Visual Novel, Casual, Soundtrack, Singleplayer,  Indie, Atmospheric"
383690,10,2015,"Adventure, Puzzle,  Indie"
383700,2,2015,"Action, Casual, Zombies"
383710,60,2015,"Action, Anime, Female Protagonist, Beat em up"
383720,95,2015,"RPG, Adventure,  Simulation, Strategy"
383730,8,2015,"RPG, Game Development, RPGMaker, Web Publishing"
383750,141,2015,"Platformer,  Casual, Adventure, Action"
383780,3,2015,"RPG, Story Rich, Dark, Zombies, Choose Your Own Adventure,  Adventure, Indie"
383790,209,2016,"Multiplayer, Funny, Replay Value, Remake, Stealth, Mystery, Memes, First-Person,  Horror, Comedy, Stylized, Action, Indie, Atmospheric"
383800,96,2016,"Action, Bullet Hell, Shoot Em Up, Indie"
383810,2,2015,"Action, Indie, Platformer"
383870,4251,2016,"Horror,  Mystery, Exploration, Casual, Walking Simulator, Mature, First-Person, Open World, Comedy, Atmospheric, Story Rich,  Great Soundtrack, Singleplayer, Short, Colorful, Funny, Adventure, Indie"
383930,315,2016,"Survival Horror, Horror, Dark,  Walking Simulator, 3D Platformer, Mature,  First-Person, Lovecraftian, Survival, Gore, Difficult, Story Rich, Singleplayer,  Horror, Third Person, Adventure, Action, Indie"
383950,22,2013,"Casual, Adventure, Puzzle, Indie, Match 3"
383960,211,2015,"RPG, JRPG, RPGMaker, Indie, Anime"
383980,4561,2017,"2D, Action, 2D Fighter, Platformer, Competitive, Great Soundtrack, Pixel Graphics, Beat em up, Fighting, Singleplayer, Controller, 4 Player Local, Arcade, Multiplayer, Local Multiplayer, Indie"
384000,69,2015,"Colorful, RPG, Story Rich, Action-Adventure, Action RPG, Great Soundtrack, Hack and Slash, Historical, Singleplayer, Casual, Top-Down, Adventure, Action, Hand-drawn, Indie, Atmospheric"
384010,4,2015,"Local Co-Op, Colorful, Action, Casual, Singleplayer, Puzzle, Indie"
384090,6,2015,"RPG, Early Access, Action RPG, First-Person, Singleplayer, Open World, Adventure, Action, Sandbox, Indie"
384100,2,2016,"Twin Stick Shooter, Shooter, Competitive, Great Soundtrack, Team-Based, Singleplayer, Top-Down Shooter, Robots, Controller, 4 Player Local,  Action, Local Multiplayer, Indie, Stealth"
384110,301,2015,"Horror, Dark, RPG, Mature, First-Person, Open World, Lovecraftian, Atmospheric, Survival, Difficult, Story Rich, Great Soundtrack, Singleplayer,  Horror, Classic, Choices Matter, Cult Classic, Adventure, Action, Indie"
384120,41,2015,"Action, Casual, Indie, Platformer"
384150,209,2015,"Retro, Shoot Em Up, Casual, Action, Indie"
384180,765,2016,"Massively Multiplayer, Free to Play, Strategy, Simulation,  Card Game, Multiplayer, Atmospheric"
384190,280,2016,"Exploration, Casual, Walking Simulator,  Open World, Controller, Atmospheric, Fantasy, Story Rich, Relaxing, Great Soundtrack, Family Friendly, Simulation, Singleplayer, Short, Colorful, Third Person, Adventure, Action, Indie"
384280,8,2015,"2D, Difficult, Platformer, Retro, Pixel Graphics,  Side Scroller, Singleplayer,  , Adventure, Action, Indie"
384300,140,2015,"Software, Singleplayer, Utilities"
384310,120,2015,"RPG, Crafting, Adventure, Simulation, Casual, Strategy, Indie, Survival"
384360,338,2015,"Detective, Funny, Casual, Singleplayer, Puzzle, Indie"
384480,139,2016,"Action, Exploration, Space, Casual, Adventure, Puzzle, Indie"
384490,1215,2016,"Horror, Casual, Multiplayer, RPG, Rogue-lite, Perma Death, Dungeon Crawler, Comedy, Rogue-like, Fantasy, Difficult, Great Soundtrack, Singleplayer, Procedural Generation, Third Person, Co-op, Adventure, Action, Hack and Slash, Indie"
384500,75,2016,"RPG, 2D, Difficult, Multiplayer, Rogue-lite, Illuminati, Zombies, Pixel Graphics,  Bullet Hell, Dungeon Crawler, Adventure, Action, Twin Stick Shooter, Rogue-like, Indie"
384550,94,2015,"Historical, Great Soundtrack, Pixel Graphics, Simulation, Casual, Management, Strategy, Indie"
384570,25,2015,"RPG, Fantasy, Female Protagonist, Adventure, Action"
384630,140,2015,"Detective, Story Rich, Mystery, Visual Novel, Singleplayer, Comedy, Adventure, Indie"
384650,1,2015,"Story Rich, Female Protagonist,  Dark, Mature, Historical,  Visual Novel,  Cult Classic, Nudity, Atmospheric, Indie, Anime"
384680,162,2015,"2D, Female Protagonist,  Dark Humor, Point & Click, Nudity, Adventure, Puzzle, Hand-drawn, Indie"
384690,18,2015,"Female Protagonist, Platformer, Retro, Physics, Action, Indie, Anime"
384700,16,2015,"Female Protagonist, Platformer, Action, Indie, Anime"
384740,84,2017,"Exploration, Walking Simulator, Surreal,  First-Person, Open World, Education, Puzzle, Atmospheric, Story Rich, Space, Simulation, Singleplayer, Third Person, Sci-fi, Adventure, Action, Indie, Aliens"
384840,66,2015,"RPG, Story Rich, Retro, Zombies, Choose Your Own Adventure, Strategy, Mature, Visual Novel, Simulation, Sci-fi, Romance, Choices Matter, Adventure, Turn-Based Strategy, Indie, Atmospheric"
384890,2,2015,"Adventure, Simulation, Indie, Strategy"
384910,2,2011,"Horror, Point & Click, Casual, Adventure, Puzzle, Indie"
384920,8,2015,"Strategy, Massively Multiplayer, Early Access, Indie"
384930,4,2015,"Action, Shoot Em Up, Indie"
384950,156,2015,"RPG, Crafting, Retro, JRPG,  Indie"
384980,594,2015,"Free to Play, Tower Defense, Casual, Strategy, Indie, Match 3"
385020,255,2015,"Massively Multiplayer, Casual, Strategy,  MMORPG, Indie"
385060,5,2015,"RPG, Fantasy,  , Turn-Based, Strategy, Turn-Based Strategy, Indie"
385070,628,2015,"RPG, Adventure, RPGMaker, Indie"
385080,322,2016,"Fantasy, Steampunk, Platformer,  Casual, Adventure, Indie"
385100,4,2015,"RPG, Pixel Graphics, Space, Casual, Arcade, Action, Indie"
385150,138,2015,"Female Protagonist, Point & Click, Casual, Adventure, Indie"
385190,1,2015,"RPG, RPGMaker, Indie"
385220,2,2015,"Adventure, Action, Indie"
385230,105,2015,"Platformer, Retro, Pixel Graphics, Adventure, Action, Indie"
385240,397,2016,"Funny, Memes, Pixel Graphics, Simulation,  Horror, Illuminati, Sandbox, Indie"
385250,354,2015,"Puzzle, Casual, Indie"
385260,49,2014,"RPG, Fantasy, Female Protagonist, Free to Play, RPGMaker, Singleplayer, Short, Anime"
385270,403,2015,"Multiplayer, Sports, Early Access, Racing, Simulation, Action, Indie"
385310,118,2015,"Fantasy, Story Rich, Third Person, Dark Fantasy, Great Soundtrack, Mystery, Cute, Family Friendly, Visual Novel, Singleplayer, Short, Adventure, Puzzle, Indie, Atmospheric"
385330,43,2015,"Female Protagonist, Horror, Surreal, Great Soundtrack, Pixel Graphics, RPGMaker, Adventure, Puzzle, Indie"
385350,1,2016,"Strategy, Action, Indie"
385360,76,2015,"Strategy, Female Protagonist, Indie, Pixel Graphics"
385380,286,2016,"2D, RPG, Multiplayer,  Crafting, Early Access, Pixel Graphics, Exploration, Side Scroller, Singleplayer, Open World, Adventure, Action, Sandbox, Building, Indie, Survival"
385400,51,2015,"Simulation, Casual, First-Person, Action, Indie"
385440,13,2015,"RPG, Pixel Graphics, Casual, Action, Indie"
385490,199,2015,"Simulation, Racing, Indie, Sports"
385530,41,2015,"Massively Multiplayer, Free to Play, Space, Strategy, Indie"
385560,62,2016,"Action-Adventure, Platformer, Shooter, Side Scroller, Metroidvania, Singleplayer, Sci-fi, Adventure, Action"
385580,5,2015,"Indie, Pixel Graphics"
385590,91,2015,"RPG, Singleplayer, Indie"
385600,27,2015,"War,  Military, FPS, Action"
385630,17,2015,"Action, Indie"
385680,2,2015,"Early Access, Indie, Strategy, Action, Turn-Based Strategy"
385690,1,2015,"Strategy, Puzzle, Casual, Indie"
385700,2,2015,"Action, FPS, Indie"
385710,623,2015,"Colorful, 2D, Difficult, Platformer, Great Soundtrack,  Singleplayer, Adventure, Action, Indie, Puzzle-Platformer"
385730,4913,2016,"Local Co-Op, Action, Funny, Sports, Great Soundtrack, Memes, Co-op,  Simulation, Fighting, Singleplayer, Character Customization, Casual, Multiplayer"
385760,463,2016,"Realistic, Action, Sports,  Great Soundtrack, Character Customization, Simulation, Singleplayer, Family Friendly, Controller, Multiplayer"
385770,49941,2015,"Casual, Multiplayer,  RPG, Shooter, Free to Play, First-Person, Open World,  Point & Click, Tower Defense, Simulation, Singleplayer, Sandbox,  Strategy, FPS, Adventure, Action, Indie"
385810,2,2016,"Turn-Based, Board Game, Strategy, Turn-Based Combat, Turn-Based Strategy, Turn-Based Tactics"
385830,816,2015,"RPG, Funny, Shooter, Zombies, Adventure, Action, I, Indie"
385860,14,2015,"Shoot Em Up, Arcade, Action, Twin Stick Shooter, Indie"
385890,192,2015,"RPG, Massively Multiplayer, Multiplayer, Early Access, Free to Play, Strategy, Action"
385900,22,2015,"RPG, Exploration, Casual, RPGMaker, Adventure, Indie"
385950,36,2016,"Strategy, Casual"
385980,136,2015,"2D, Platformer, Casual, Adventure, Action, Indie"
386050,3,2015,"Action, Puzzle-Platformer, Indie, Platformer"
386070,12468,2015,"Casual, Robots, RTS, Multiplayer, Building, Futuristic, Base Building, Open World, War, Grand Strategy, Great Soundtrack, Space, Singleplayer, Co-op, Destruction, Sci-fi, Strategy, Action, Indie"
386080,19,2016,"Action RPG, Magic, Exploration,  RPG,  Character Customization,  Controller, Difficult, Replay Value,  Great Soundtrack, Fighting,  , Side Scroller, Adventure, Action, Indie"
386090,1,2015,"2D, Shoot Em Up, Bullet Hell, Arcade, Action, Indie, Anime"
386110,169,2015,"RPG, Adventure, RPGMaker"
386140,22,2017,"RPG, RPGMaker, Adventure, Action, Indie"
386160,230,2015,"Rogue-lite, Action, Rogue-like, Pixel Graphics"
386180,293,2017,"Massively Multiplayer, Multiplayer, Building, Shooter, Free to Play, Racing, Open World, Gore, Post-apocalyptic, PvP, Survival, Crafting, Adventure, Driving, Singleplayer, Sandbox, Destruction, Strategy, Action"
386260,134,2015,"2D, Exploration, Casual, RTS, RPG, Realistic, Puzzle, Atmospheric, Survival, Relaxing, Great Soundtrack, Space, Simulation, Singleplayer, Sandbox, Physics, Strategy, Adventure, Action, Indie"
386280,21,2015,"RPG,  Open World, Adventure, Action,  Indie, Atmospheric"
386320,3,2015,"Horror, Strategy, Action, Indie"
386340,14,2015,"2D, Platformer, Cyberpunk, Early Access, Pixel Graphics, Metroidvania, Adventure, Action, Indie"
386350,24,2015,"Strategy, Multiplayer, Turn-Based, Indie"
386360,218062,2015,"Massively Multiplayer, Casual, Team-Based, Multiplayer, MMORPG,  RPG, Free to Play, Nudity, Survival, PvP,  , Funny, Third Person, Competitive, Strategy, Co-op, Adventure, Action"
386390,2,2015,"Arcade, Action, Local Multiplayer, Indie"
386400,3,2015,"Local Co-Op, Sports, Competitive,  Family Friendly, Casual,  4 Player Local, Multiplayer, Indie"
386420,207,2015,"Casual, Pixel Graphics, Indie, Platformer"
386480,551,2015,"Female Protagonist,  Strategy, Visual Novel, Simulation, Casual, Dating Sim, Adventure, Indie, Anime"
386510,75,2015,"Multiplayer, Platformer, Free to Play, Casual, Action, Indie"
386520,76,2015,"RPG, Choose Your Own Adventure, Interactive Fiction, Text-Based, Indie"
386540,84,2015,"Shooter, Simulation, Indie, Strategy, Action, Twin Stick Shooter, Top-Down Shooter"
386560,23,2015,"Shoot Em Up, Indie, Action, Building, Rogue-like"
386590,58,2015,"RPG, Post-apocalyptic, Action, Crafting, Early Access, Great Soundtrack, Base Building, Simulation, Singleplayer, First-Person, Open World, Adventure, Multiplayer, Sandbox, Building, Indie, Survival"
386600,37,2015,"2D, Platformer, Early Access, Free to Play, Pixel Graphics, Action, Indie"
386640,26,2015,"Post-apocalyptic, Massively Multiplayer, Isometric, Turn-Based, Free to Play, Tactical, Sci-fi, Strategy, Turn-Based Strategy, Turn-Based Tactics"
386650,6,2016,"RPG, Shooter, Early Access, Robots, Action, Indie"
386700,223,2010,"Strategy, Simulation, Indie"
386710,2,2017,"RPG, Crafting, Casual, Indie, Adventure, Rogue-like"
386750,116,2016,"Local Co-Op,  , Space, Bullet Hell, 4 Player Local,  Action, Twin Stick Shooter, Indie"
386840,275,2015,"Strategy, Sci-fi, Tower Defense, Indie"
386870,24,2013,"Third Person, Illuminati, Historical, Point & Click, Memes, Family Friendly, Casual, Singleplayer,  Horror, Education, Adventure, Indie"
386880,503,2015,"Survival Horror,  Horror, Multiplayer, Shooter, Online Co-Op, First-Person, Open World,  Gore, Atmospheric, Survival, Simulation, Singleplayer, Funny, Co-op, FPS, Adventure, Action, Indie"
386900,31,2015,"Strategy, Puzzle, Indie"
386940,1581,2016,"2D, Casual, Parkour, Multiplayer, Local Multiplayer, Cute, Level Editor, Controller, Puzzle, Difficult, Platformer, Great Soundtrack, Adventure, Singleplayer, 4 Player Local, Funny, Competitive, Strategy, Action, Indie"
386990,205,2015,"Female Protagonist, Visual Novel, Simulation, Indie, Anime"
387010,94,2015,"RPG, Story Rich, Isometric, Action RPG, Historical, Adventure, Action, Hack and Slash, Indie"
387060,4,2015,"2D, Top-Down, Multiplayer,  Local Multiplayer, Local Co-Op, Rogue-lite, Shoot Em Up, Rogue-like, Replay Value, Singleplayer, 4 Player Local, Twin Stick Shooter, Anime, Procedural Generation, Pixel Graphics, Adventure, Action,  Indie"
387070,138,2015,"Horror, Simulation, Adventure, Action, Indie"
387090,6,2016,"RPG, Strategy, Simulation, Adventure, Indie"
387110,1,2015,"Action, Casual, Shoot Em Up, Indie"
387130,2,2016,"Action, Early Access, Indie, Zombies"
387240,156,2015,"RPG, Online Co-Op, Shoot Em Up, Action RPG, Bullet Hell, Arcade, Strategy, Action, Indie, Survival"
387270,2,2015,"RPG, Casual, Strategy, Puzzle, Indie"
387280,6,2015,"RPG, Adventure, Action, Twin Stick Shooter, Indie"
387290,885,2016,"2D, RPG, Cute, Open World, Controller, Puzzle, Atmospheric, Fantasy, Difficult, Story Rich, Platformer, Great Soundtrack, Family Friendly, Singleplayer,  Side Scroller, Metroidvania, Adventure, Action, Indie"
387340,1281,2016,"Visual Novel, Sexual Content, RPG, Mature, Cute, Beat em up, Comedy, Nudity, Story Rich, Female Protagonist, Great Soundtrack, Singleplayer, Anime, Funny, JRPG, Memes, Adventure, Action, Hack and Slash"
387370,140,2016,"Base Building, Space, Simulation, Strategy,  Indie"
387430,18,2015,"Strategy, Simulation, Indie"
387450,8,2015,"Strategy, Massively Multiplayer, Free to Play"
387780,8,2015,"Software Training,  Horror"
387840,331,2015,"Adventure, Casual, Indie, Platformer"
387850,79,2011,"Adventure, Simulation"
387860,599,2015,"RPG, Walking Simulator, Funny, Horror, Dark, Surreal, Free to Play, First-Person, Singleplayer,  Horror, Short, Adventure, Indie, Atmospheric"
387870,5,2015,"Cute, Casual, Strategy, Action, Indie"
387880,75,2015,"Platformer, Retro, Pixel Graphics, Adventure, Action, Indie, Anime"
387890,1,2015,"Casual, Indie"
387930,123,2015,"Horror, First-Person,  Horror, Indie"
387970,165,2015,"Multiplayer, Horror, Free to Play,  Horror, Action, Indie"
387990,8235,2016,"Multiplayer, Building, Racing, First-Person, Open World, Survival, Atmospheric, Crafting, Early Access, Great Soundtrack, Simulation, Singleplayer, Sandbox, Funny, Third Person, Physics, Co-op, Adventure, Action, Indie"
388010,1,2015,"Strategy, Casual, Indie"
388050,124,2015,"Casual, Indie"
388060,381,2015,"2D, RPG, Action, Shooter, Horror, Zombies, Adventure, Pixel Graphics, Singleplayer, Open World, Gore, Strategy, Multiplayer, Indie, Survival"
388080,5419,2015,"Software, Action, Indie, Utilities"
388090,1105,2015,"Survival Horror, Horror, Dark, Robots, Illuminati, First-Person, Atmospheric, Survival, Difficult, Story Rich, Point & Click, Family Friendly, Simulation, Singleplayer,  Horror, Memes, Strategy, Action, Indie, Animation & eling"
388120,254,2016,"Adventure, Visual Novel, Casual"
388160,2,2015,"Casual, Indie"
388210,209,2016,"2D, Funny, Remake, Point & Click, 1990s, Singleplayer, y, Comedy, Classic, Adventure, Puzzle"
388270,110,2014,"Strategy, Simulation, Casual, Sports"
388300,1,2015,"Adventure, Indie, Survival"
388320,91,2016,"Story Rich, Replay Value, Third Person, Choose Your Own Adventure, Historical, Great Soundtrack, Multiple Endings,  Exploration, Point & Click, Singleplayer, Short, Choices Matter, Adventure, Action, Indie, Atmospheric"
388340,84,2015,"Difficult, Indie, Platformer"
388360,27,2015,"Simulation, Casual, Indie"
388390,7,2014,"Strategy, Casual, Indie, Sports"
388410,4315,2015,"Action RPG, Parkour, Multiplayer,  RPG, Open World, Controller, Puzzle, Gore, Fantasy, Story Rich, Great Soundtrack, Singleplayer, Dark Fantasy, Third Person, Metroidvania, Adventure, Action, Hack and Slash"
388420,383,2015,"2D, Difficult, Story Rich, Platformer, Dark, Puzzle-Platformer, Great Soundtrack, Singleplayer, Puzzle, Indie, Atmospheric"
388440,68,2015,"RPG, Medieval, Difficult, Great Soundtrack, Co-op, Level Editor, Singleplayer, Strategy, Puzzle, Indie"
388450,10,2015,"Horror, Great Soundtrack, Family Friendly, Casual, Singleplayer, Strategy, Puzzle, Indie, Match 3"
388490,186,2015,"Horror, Adventure, Choose Your Own Adventure, Free to Play"
388500,66,2015,"Retro, Shooter, Shoot Em Up, Pixel Graphics, Space, Dungeon Crawler, Casual, Sci-fi, Top-Down Shooter, Arcade, Strategy, Action, Indie"
388540,4,2015,"Puzzle, Casual, Indie"
388620,126,2014,"Adventure, Dungeon Crawler, Indie, Strategy, Puzzle, Rogue-like"
388660,40,2015,"Space, Simulation, Indie, Strategy, Rogue-like, Turn-Based Strategy"
388680,6,2015,"Adventure, Indie"
388720,16,2015,"Action, Racing, Indie, Anime"
388730,1,2015,"Horror, First-Person,  Horror, Adventure, Indie, Stealth"
388800,235,2015,"2D, Platformer, Great Soundtrack, Pixel Graphics, Side Scroller, Singleplayer, Action, Indie, Anime"
388880,478,2016,"2D, Horror, Mystery, Walking Simulator,  Lovecraftian, Atmospheric, Story Rich, Female Protagonist,  Great Soundtrack, Multiple Endings, Singleplayer,  Horror, Choices Matter, Short,  Side Scroller, Adventure, Indie"
388900,10,2016,"RTS, Strategy, Multiplayer, Indie"
388970,34,2015,"Action, Indie, Platformer"
388980,19,2015,Animation & eling
389040,19,2016,"RPG, Massively Multiplayer, Crafting, Shooter, Third Person, Early Access, Sci-fi, Third-Person Shooter, Open World, Action, MMORPG, Indie"
389050,19,2016,"Early Access, Pixel Graphics, Fighting, Indie, Action, 2D Fighter"
389120,4,2016,"Strategy, Casual, Indie"
389160,121,2015,"2D, Dark, Casual, Parkour,  , Rogue-like, Post-apocalyptic, Difficult, Platformer, War, Great Soundtrack, Adventure, Dark Fantasy, Physics, Strategy, Action, Hack and Slash, Indie, Stealth"
389170,221,2016,"2D, RPG, Funny, Platformer, Great Soundtrack, Pixel Graphics, Casual, Singleplayer,  Comedy, Adventure, Action, Indie"
389190,10,2016,"2D, Fantasy,  Funny, Platformer, Retro, Stealth, Physics, Pixel Graphics, Level Editor, Casual, Dungeon Crawler, Comedy, Adventure, Action, Indie, Puzzle-Platformer"
389220,74,2017,"Simulation, Casual, Destruction, Action, Sandbox, Indie"
389250,10,2008,"RPG, Adventure"
389270,4,2015,"Point & Click, Short, Adventure, Puzzle, Indie"
389310,51,2015,"2D, Fast-Paced, Difficult, Platformer,  , Pixel Graphics, Co-op, Singleplayer, Controller, Arcade, Adventure, Action, Local Multiplayer, Indie, Puzzle-Platformer"
389400,233,2013,"Hidden Object, Card Game, Casual"
389430,328,2016,"Massively Multiplayer, Horror, Action RPG, Casual, Multiplayer, MMORPG,  RPG, Free to Play, Character Customization, Open World, Survival, PvP, Fantasy, War, Adventure, Anime, Action-Adventure, Strategy, Action"
389460,237,2013,"Point & Click, Simulation, Casual, Action, Indie"
389510,22,2016,"Sports, Dark, Casual, Sexual Content, Multiplayer,  Mature, Racing, Comedy,  Atmospheric, Fantasy, Difficult, Family Friendly, Singleplayer, Funny, Memes, FPS, Action, Indie"
389530,4,2016,"RPG, PvP, Massively Multiplayer,  Fantasy,  Shooter, Early Access, Free to Play, Adventure, Online Co-Op, Action RPG, Strategy, Action, Indie"
389570,13627,2015,"2D, Massively Multiplayer, Casual, Illuminati, Multiplayer, Online Co-Op, Free to Play, Comedy, Survival, PvP, Difficult, Family Friendly, Simulation, Singleplayer, Funny, Strategy, Co-op, Adventure, Action, Indie"
389650,2,2015,"Local Co-Op,  Shooter, Shoot Em Up, Great Soundtrack, Side Scroller, Bullet Hell, Arcade, Adventure, Action, Indie"
389670,47,2017,"Futuristic, Sports, Racing, Simulation, Sci-fi, Action, Indie"
389680,2,2015,"Strategy, Simulation"
389690,1,2015,"Strategy, Simulation"
389740,5,2015,"Retro, Adventure, Puzzle"
389810,317,2015,"RPG, Action, Indie"
389840,56,2015,"Simulation, Action, Racing, Indie"
389850,14,2015,"RPG, Choose Your Own Adventure,  , Adventure"
389870,494,2015,"RPG, Fantasy, Female Protagonist, Turn-Based, JRPG, Strategy, Cute, Singleplayer, Nudity, Adventure, Anime"
389900,10,2000,"Funny, War, Turn-Based, Retro, Classic, Comedy, Strategy, Action"
389970,3,2015,"Adventure, Casual"
390200,206,2015,"2D, Fantasy, Story Rich, Female Protagonist, Horror, Great Soundtrack, Mystery, Point & Click, Family Friendly, Casual, Singleplayer, Hidden Object, Adventure, Puzzle, Indie, Atmospheric"
390210,6,2015,"3D Platformer, Female Protagonist, Adventure, Action, Indie"
390220,45,2000,"Simulation,  Horror, Indie"
390290,138,2015,"Horror, Dark, Dark Humor, Surreal, Cute, Point & Click, Singleplayer, Adventure, Puzzle, Atmospheric, Indie, Gore"
390310,45,2016,"RPG, Great Soundtrack, Cute, Simulation, Strategy"
390330,1,2016,"2D,  Casual, Cute, Character Customization, Comedy, Arcade, Atmospheric, Difficult, Platformer, Great Soundtrack, Singleplayer, Classic, Colorful, Retro, Co-op, Adventure, Action, Indie, Music"
390340,28,2016,"Horror, Casual, Team-Based, Multiplayer, Shooter, First-Person, Gore, Atmospheric, PvP, Survival, Singleplayer, Anime, Third Person, Competitive, Zombies, Co-op, Tactical, Third-Person Shooter, FPS, Action"
390460,39,2016,"Puzzle, Action, Casual, Indie"
390510,5,2015,"2D,  Retro,  Simulation, Singleplayer, Strategy, Indie"
390520,504,2015,"2D, Casual, Local Co-Op, Shooter,  , Beat em up,  Comedy, Platformer, War, Adventure, Singleplayer, Funny, Pixel Graphics, Memes, Co-op, Strategy, Action, Indie"
390570,199,2015,"Puzzle, Casual, Indie"
390610,48,2015,"2D, Difficult,  Platformer, Puzzle, Dark, Horror, Great Soundtrack,  Abstract, Pixel Graphics, Singleplayer,  Horror,  Action, Indie, Puzzle-Platformer"
390660,32,2015,"Action, Singleplayer, Indie, Side Scroller"
